cluster_id,signature_name,norm_parametric,norm_spatial,norm_block
0,Spatial-dominant,-0.07577282131023437,0.4510645891457251,-0.7540210929504594
1,Block-dominant,0.9355434265908175,0.11423152638839687,2.2353078199884213
2,Low-evidence / uncertain,-0.04182258310054174,-1.356063750075002,-0.17324183950529937
3,Block-dominant,-0.15988929038181454,0.3250792011001468,0.8591149934909739
4,Parametric-dominant,5.2357504019955465,0.07494324861418993,0.9046524657144948
