threshold,average_precision,accuracy,pass_precision,pass_recall,pass_f1,fail_precision,fail_recall,fail_f1,tn,fp,fn,tp,roc_auc,level,note
0.2833583132603305,0.6584154635453258,0.9719028545089816,0.9790629516621165,0.9918721783104435,0.9854259410168167,0.7387230333405971,0.5200184077312471,0.6103709038530789,146319,1199,3129,3390,0.9270202475581011,model,"the fitted model, all training wafers in-sample"
0.10222253203392029,0.12848087132188465,0.9122288800742678,0.9659179415855355,0.9415732317412112,0.9535902347263129,0.15805411741721206,0.2481975763153858,0.19312485079971353,138899,8619,4901,1618,0.7550340260124326,true_prior,"generator's own per-die probability, no die evidence"
0.27875847165083234,0.6631713986338493,0.9718379350415809,0.9793759207178251,0.9914722271180466,0.9853869526844484,0.7321694698743879,0.5275348979904894,0.6132310984308131,146260,1258,3080,3439,0.9297392004521235,true_prior_plus_fitted_evidence,"true wafer rate, fitted channels: isolates the rate-recovery loss"
0.29824326061725165,0.6609079740710786,0.9722988632601258,0.9788472980832871,0.9925229463523095,0.985637687354635,0.7525796321220278,0.5146494861175027,0.6112781269928032,146415,1103,3164,3355,0.9292024819470215,bayes_oracle,true wafer rate and the generator's own parametric direction
0.2793023987671687,0.6039625680921381,0.9710394255925524,0.9764723123347167,0.9937024634281918,0.9850120447925171,0.7627681307456589,0.4581991102929897,0.5724964063248682,146589,929,3532,2987,0.8994228957010384,oracle_direction_only,"generator's parametric direction, population rate: isolates estimation"
0.7469423609108304,0.9990308968429926,0.9996395795094276,0.9998169714882251,0.9998169714882251,0.9998169714882251,0.988296488946684,0.988296488946684,0.988296488946684,147491,27,27,2280,0.9999810474738565,model_hard_failures_only,the same model scored only against failures that got the full shift
