threshold,average_precision,accuracy,pass_precision,pass_recall,pass_f1,fail_precision,fail_recall,fail_f1,tn,fp,fn,tp,roc_auc,experiment,note,ap_mean,ap_std,auc_mean,auc_std,f1_mean,f1_std,opt_threshold,calibration,eligible_rows,eligible_failures,wafers,seconds,delta_ap_vs_lrt,delta_ap_vs_model_a
0.2784987473179739,0.6548721329680127,0.9714224504502165,0.9789371528010173,0.9914925636193549,0.9851748572044401,0.7287659390533823,0.5172572480441786,0.6050601112506729,146263,1255,3147,3372,0.9256322181724401,model_b_LRT,Model B reference baseline (Model A + LRT block score + wafer rate),0.6557361221240136,0.01898939873482118,0.9258714802860231,0.008076663254642373,0.6068418609942263,0.012646689560127959,0.2784987473179739,0.9956789049893713,154037,6519,160,89.7,0.0,0.07263913296801272
0.35359631526499824,0.5894447131044398,0.9703577711848452,0.9760623418143066,0.993410973576106,0.9846602476667854,0.7505773672055427,0.4486884491486424,0.5616359447004609,146546,972,3594,2925,0.9011847675264834,model_b_LRT_CNN,Model B with combined LRT + 1D CNN block representation,0.5957821856131169,0.02573984380388457,0.9031917686146305,0.010105065701519776,0.5659489391948376,0.021552578735442352,0.35359631526499824,1.00197856093215,154037,6519,160,89.0,-0.06542741986357292,0.007211713104439799
0.3500821755330702,0.575946932532035,0.9703512792381052,0.9754984466161511,0.9940075109478166,0.9846660063457955,0.7623655913978494,0.43503604847369226,0.5539603476902041,146634,884,3683,2836,0.8936186781242539,model_b_CNN,Model B with 1D CNN block representation,0.5815608292479985,0.02769848248858854,0.8956933130561685,0.011400354183082646,0.5565104866309781,0.021419646502434473,0.3500821755330702,0.9961036072531905,154037,6519,160,70.8,-0.07892520043597773,-0.006286067467965006
0.11122810135118412,0.15913032898902663,0.9218953887702306,0.9668842222788893,0.9510161471820388,0.9588845411205851,0.19172259507829978,0.2629237613130848,0.22174784914936282,140292,7226,4805,1714,0.7449067026061529,block_only_LRT,Statistical LRT block representation alone,0.1590876562584594,0.011539610711481536,0.745305774385657,0.004082781390361844,0.22308998005721192,0.012034359984406093,0.11122810135118412,0.9990639590854649,154037,6519,160,66.8,0.0,-0.4231026710109734
0.089324820006893,0.10560711226331705,0.8986282516538234,0.9658940795004203,0.926876720129069,0.9459832501375066,0.13551851258214456,0.25939561282405277,0.17802810970153182,136731,10787,4828,1691,0.7017626679406674,block_only_LRT_CNN,Combined LRT + 1D CNN block representation alone,0.10939899030299727,0.013782318674360229,0.7044759597722279,0.02398142326186708,0.18161591052430862,0.009894404564519675,0.089324820006893,1.0164241869413246,154037,6519,160,67.2,-0.053523216725709574,-0.47662588773668296
0.07551987742819168,0.08141870623068764,0.8574758012685264,0.9657142009376298,0.8825092531080952,0.92223883028839,0.09865307608299964,0.2909955514649486,0.1473512505825695,130186,17332,4622,1897,0.6692993607467208,block_only_CNN,Learned 1D CNN block representation alone,0.08705734891589081,0.01392580598686955,0.6734006135804431,0.030797020510920075,0.15253427336872147,0.019135392053487032,0.07551987742819168,1.0160853373374679,154037,6519,160,46.4,-0.07771162275833898,-0.5008142937693123
